Latitude,Longitude
30.471529,-91.091871
30.471742,-91.058058
30.472154,-91.068933
30.472326,-91.160215
30.473239,-91.16477
30.473264,-91.155726
30.474104,-91.166607
30.4742,-91.164226
30.474284,-91.162022
30.474717,-91.117302
30.474717,-91.117302
30.475287,-91.161672
30.475391,-91.159938
30.476085,-91.087426
30.4761,-91.08603
30.476328,-91.083677
30.476804,-91.161134
30.476871,-91.143898
30.477247,-91.160979
30.477286,-91.135525
30.477386,-91.146111
30.477921,-91.165564
30.47864,-91.14621
30.47888,-91.140419
30.478971,-91.106025
30.479003,-91.137655
30.479263,-91.126522
30.480008,-91.11545
30.480473,-91.115641
30.480653,-91.168806
30.480685,-91.156544
30.480839,-91.140727
30.481501,-91.146225
30.481974,-91.117671
30.481979,-91.159922
30.482565,-91.11714
30.483527,-91.158769
30.483688,-91.146397
30.484294,-91.163422
30.484587,-91.155514
30.4848,-91.152857
30.484861,-91.084807
30.485246,-91.119057
30.485246,-91.119057
30.485246,-91.119057
30.485246,-91.119057
30.485579,-91.148554
30.485875,-91.157948
30.485958,-91.147681
30.486093,-91.14342
30.486373,-91.140307
30.487114,-91.157512
30.488037,-91.132809
30.488155,-91.130292
30.488428,-91.121332
30.488591,-91.076144
30.488591,-91.076144
30.488769,-91.138142
30.489377,-91.16435
30.489632,-91.138135
30.49113,-91.146483
30.492668,-91.156046
30.492685,-91.155548
30.49306,-91.144778
30.493126,-91.14293
30.493393,-91.06504
30.493639,-91.15521
30.494057,-91.141495
30.494586,-91.129098
30.495304,-91.154617
30.495966,-91.134232
30.49602,-91.131442
30.496621,-91.143012
30.497146,-91.132027
30.497191,-91.127467
30.497208,-91.127623
30.497275,-91.129338
30.497806,-91.130636
30.497823,-91.128065
30.498341,-91.12843
30.498388,-91.157213
30.499602,-91.157025
30.499681,-91.155191
30.499752,-91.153062
30.499787,-91.138326
30.500817,-91.152681
30.500817,-91.152681
30.501189,-91.13032
30.502376,-91.131187
30.502436,-91.129788
30.50245,-91.128732
30.50253,-91.131313
30.503446,-91.151759
30.504598,-91.143673
30.504911,-91.151259
30.505007,-91.167739
30.505892,-91.135096
30.508616,-91.1411
30.509772,-91.155018
30.512424,-91.16638
30.514925,-91.155729
30.51541,-91.147548
30.51541,-91.147548
30.515413,-91.147453
30.516282,-91.160829
30.518452,-91.176821
30.518725,-91.142339
30.521126,-91.162741
30.521711,-91.143952
30.522019,-91.145126
30.522101,-91.179979
30.523076,-91.17392
30.5245,-91.180482
30.525288,-91.179268
30.525571,-91.184371
30.526993,-91.179986
30.531452,-91.179548
30.531477,-91.178518
30.531688,-91.171271
30.534343,-91.199519
30.537469,-91.194228
30.539995,-91.190442
30.552941,-91.170888
30.558043,-91.166432
